x-axis,1,3
second,Volt,Volt
-174.2000E-06,-98.3398452E-03,-88.9843763E-03
-173.7000E-06,-94.9218764E-03,-68.6718760E-03
-173.2000E-06,-86.0546888E-03,-90.8984389E-03
-172.7000E-06,-87.8515638E-03,-90.2734388E-03
-172.2000E-06,-88.9257826E-03,-62.7734384E-03
-171.7000E-06,-81.8164075E-03,-88.0468763E-03
-171.2000E-06,-87.9296888E-03,-90.3125013E-03
-170.7000E-06,-90.6835951E-03,-65.1953135E-03
-170.2000E-06,-85.9765638E-03,-90.4296888E-03
-169.7000E-06,-92.4023451E-03,-94.8437514E-03
-169.2000E-06,-95.1171889E-03,-67.1484385E-03
-168.7000E-06,-86.5039075E-03,-90.0781263E-03
-168.2000E-06,-88.8476576E-03,-90.7031264E-03
-167.7000E-06,-89.1210951E-03,-64.1015635E-03
-167.2000E-06,-81.8945325E-03,-86.1718763E-03
-166.7000E-06,-86.6210950E-03,-90.3125013E-03
-166.2000E-06,-90.6445326E-03,-65.2734385E-03
-165.7000E-06,-87.6562513E-03,-92.9296889E-03
-165.2000E-06,-93.3984389E-03,-94.2187514E-03
-164.7000E-06,-93.8476576E-03,-68.2031260E-03
-164.2000E-06,-84.3554700E-03,-86.9921888E-03
-163.7000E-06,-84.7265638E-03,-89.3359388E-03
-163.2000E-06,-87.0117200E-03,-61.5625009E-03
-162.7000E-06,-81.6796887E-03,-85.4687513E-03
-162.2000E-06,-86.9531263E-03,-89.8046888E-03
-161.7000E-06,-93.3398451E-03,-66.7968760E-03
-161.2000E-06,-89.9218763E-03,-89.2187513E-03
-160.7000E-06,-93.2812514E-03,-94.7656264E-03
-160.2000E-06,-94.8046889E-03,-66.6796885E-03
-159.7000E-06,-86.1914075E-03,-86.2109388E-03
-159.2000E-06,-88.2812513E-03,-92.0312514E-03
-158.7000E-06,-89.0234388E-03,-64.2968760E-03
-158.2000E-06,-80.9570325E-03,-85.7812513E-03
-157.7000E-06,-89.4335951E-03,-94.4531264E-03
-157.2000E-06,-93.8671889E-03,-68.6718760E-03
-156.7000E-06,-88.4765638E-03,-89.1796888E-03
-156.2000E-06,-93.2031264E-03,-97.9296890E-03
-155.7000E-06,-93.9648452E-03,-67.7343760E-03
-155.2000E-06,-82.3046887E-03,-83.9453138E-03
-154.7000E-06,-84.9609388E-03,-92.4218764E-03
-154.2000E-06,-89.1210951E-03,-65.6250010E-03
-153.7000E-06,-82.1875012E-03,-83.3593762E-03
-153.2000E-06,-88.9257826E-03,-94.7265639E-03
-152.7000E-06,-95.1171889E-03,-68.3593760E-03
-152.2000E-06,-88.4960951E-03,-86.9140638E-03
-151.7000E-06,-92.5000014E-03,-96.4453139E-03
-151.2000E-06,-92.2265639E-03,-66.6796885E-03
-150.7000E-06,-80.0390637E-03,-80.1562512E-03
-150.2000E-06,-84.7851575E-03,-92.9687514E-03
-149.7000E-06,-91.7578139E-03,-66.9140635E-03
-149.2000E-06,-86.4648450E-03,-84.3750013E-03
-148.7000E-06,-91.5234389E-03,-97.5390640E-03
